Index	Noun	Verb	Linking	Prefix	Particle	Freq	Nounpl	Verbpp	Verbzu	Verbfin
323	Zeit	schinden	0			11	Zeiten	geschunden	X	schund|schinden|schindet
611	Probe	schlafen	0			5	Proben	geschlafen	X	schlafen|schlafe|schläfst|schlief|schlaft|schliefe|schläft|schliefen
87	Topf	schlagen	0			52	Töpfen	geschlagen	X	schlage|schlägt|schlug|schlügen|schlagt|schlagen|schlugen|schlägst
117	Flügel	schlagen	0			38	Flügel	geschlagen	X	schlage|schlägt|schlug|schlügen|schlagt|schlagen|schlugen|schlägst
158	Lenker	schlagen	0			25	Lenker	geschlagen	X	schlage|schlägt|schlug|schlügen|schlagt|schlagen|schlugen|schlägst
204	Kopf	schlagen	0			19	Köpfe	geschlagen	X	schlage|schlägt|schlug|schlügen|schlagt|schlagen|schlugen|schlägst
256	Haken	schlagen	0			15	Haken	geschlagen	X	schlage|schlägt|schlug|schlügen|schlagt|schlagen|schlugen|schlägst
287	Rad	schlagen	0			13	Räder	geschlagen	X	schlage|schlägt|schlug|schlügen|schlagt|schlagen|schlugen|schlägst
343	Feuer	schlagen	0			11	Feuern	geschlagen	X	schlage|schlägt|schlug|schlügen|schlagt|schlagen|schlugen|schlägst
537	Holz	schlagen	0			6	Hölzer	geschlagen	X	schlage|schlägt|schlug|schlügen|schlagt|schlagen|schlugen|schlägst
601	Schweif	schlagen	0			5	Schweif	geschlagen	X	schlage|schlägt|schlug|schlügen|schlagt|schlagen|schlugen|schlägst
605	Schaum	schlagen	0			5	Schäume	geschlagen	X	schlage|schlägt|schlug|schlügen|schlagt|schlagen|schlugen|schlägst
17	Zucker	schlecken	0			324	Zucker	geschleckt	X	schleckte|schleckten|schlecken|schleckt
178	Honig	schlecken	0			22	Honige	geschleckt	X	schleckte|schleckten|schlecken|schleckt
551	Eis	schlecken	0			6	Eis	geschleckt	X	schleckte|schleckten|schlecken|schleckt
410	Streit	schlichten	0			8	Streiten	geschlichtet	X	schlichteten|schlichten|schlichtet|schlichtete|schlichte
662	Cocktail	schlürfen	0			5	Cocktails	geschlürft	X	schlürfen|schlürfte|schlürften|schlürft|schlürfe
157	Luft	schnappen	0			25	Lüften	geschnappt	X	schnappten|schnappen|schnappe|schnappt|schnappte
496	Wurst	schnappen	0			6	Würste	geschnappt	X	schnappten|schnappen|schnappe|schnappt|schnappte
291	Kürbis	schnitzen	0			13	Kürbis	geschnitzt	X	schnitzte|schnitzten|schnitzen|schnitze|schnitzt
293	Holz	schnitzen	0			13	Hölzer	geschnitzt	X	schnitzte|schnitzten|schnitzen|schnitze|schnitzt
541	Gemüse	schnitzen	0			6	Gemüse	geschnitzt	X	schnitzte|schnitzten|schnitzen|schnitze|schnitzt
573	Apfel	schnitzen	0			6	Äpfel	geschnitzt	X	schnitzte|schnitzten|schnitzen|schnitze|schnitzt
556	Deck	schrubben	0			6	Decks	geschrubbt	X	schrubbten|schrubben|schrubbt|schrubbte
454	Saft	schubsen	0			7	Säfte	geschubst	X	schubse|schubst|schubsten|schubsen|schubste
526	Maus	schubsen	0			6	mäuse	geschubst	X	schubse|schubst|schubsten|schubsen|schubste
339	Gold	schürfen	0			11	Goldes	geschürft	X	schürften|schürfen|schürfte|schürft
168	Rücken	schweben	0			23	Rücken	geschwebt	X	schwebt|schwebten|schwebst|schwebte|schweben|schwebe
110	Laser	schweißen	0			41	Lasern	geschweißt	X	schweißen|schweissen|schweiße|schweisst|schweißten|schweißte|schweißt|schweisste|schweisse
162	Punkt	schweißen	0			24	Punkte	geschweißt	X	schweißen|schweissen|schweiße|schweisst|schweißten|schweißte|schweißt|schweisste|schweisse
210	Ultraschall	schweißen	0			18	Ultraschalles	geschweißt	X	schweißen|schweissen|schweiße|schweisst|schweißten|schweißte|schweißt|schweisste|schweisse
225	Kunststoff	schweißen	0			17	kunststoffe	geschweißt	X	schweißen|schweissen|schweiße|schweisst|schweißten|schweißte|schweißt|schweisste|schweisse
336	Plasma	schweißen	0			11	Plasma	geschweißt	X	schweißen|schweissen|schweiße|schweisst|schweißten|schweißte|schweißt|schweisste|schweisse
346	Elektro	schweißen	0			11	Elektro	geschweißt	X	schweißen|schweissen|schweiße|schweisst|schweißten|schweißte|schweißt|schweisste|schweisse
347	Bolzen	schweißen	0			11	Bolzen	geschweißt	X	schweißen|schweissen|schweiße|schweisst|schweißten|schweißte|schweißt|schweisste|schweisse
569	Auftrag	schweißen	0			6	Aufträge	geschweißt	X	schweißen|schweissen|schweiße|schweisst|schweißten|schweißte|schweißt|schweisste|schweisse
609	Roboter	schweißen	0			5	Roboter	geschweißt	X	schweißen|schweissen|schweiße|schweisst|schweißten|schweißte|schweißt|schweisste|schweisse
479	Fähnchen	schwenken	0			7	Fähnchen	geschwenkt	X	schwenkte|schwenkten|schwenken|schwenke|schwenkt
437	Bach	schwinden	0			8	Bäche	geschwunden	X	schwindet|schwänden|schwand|schwanden|schwinden|schwinde
207	Aura	sehen	0			19	Auren	gesehn	X	sähe|sah|seht|siehts|sahst|siehst|sieht|sehe|sehen|sahen|seh
200	Segel	setzen	0			19	Segel	gesetzt	X	setzten|setzen|setzte|setze|setzet|setzt
485	Feuer	setzen	0			7	Feuern	gesetzt	X	setzten|setzen|setzte|setze|setzet|setzt
625	Licht	setzen	0			5	Lichter	gesetzt	X	setzten|setzen|setzte|setze|setzet|setzt
599	Seife	sieden	0			5	Seife	gesotten	X	sott|sieden|sotten|siedet
606	Salz	sieden	0			5	Salze	gesotten	X	sott|sieden|sotten|siedet
93	Ei	singen	0			49	Eier	gesungen	X	sänge|singet|singt|sangen|sang|singen|singe|singst
270	Mantra	singen	0			14	Mantras	gesungen	X	sänge|singet|singt|sangen|sang|singen|singe|singst
272	Kritik	singen	0			14	Kritiken	gesungen	X	sänge|singet|singt|sangen|sang|singen|singe|singst
362	Mai	singen	0			10	Mai	gesungen	X	sänge|singet|singt|sangen|sang|singen|singe|singst
404	Blatt	singen	0			9	Blätter	gesungen	X	sänge|singet|singt|sangen|sang|singen|singe|singst
426	Karaoke	singen	0			8	Karaoke	gesungen	X	sänge|singet|singt|sangen|sang|singen|singe|singst
515	Probe	singen	0			6	Proben	gesungen	X	sänge|singet|singt|sangen|sang|singen|singe|singst
517	Preis	singen	0			6	Preisen	gesungen	X	sänge|singet|singt|sangen|sang|singen|singe|singst
596	Sommer	singen	0			5	Sommer	gesungen	X	sänge|singet|singt|sangen|sang|singen|singe|singst
156	Nacht	skaten	0			25	Nächten	geskatet	X	skate|skatest|skatet|skatete|skatetest|skateten
484	Feuer	speien	0			7	Feuern	gespien	X	speit|speie|spien|speien|spie
258	Computer	spielen	0			15	Computern	gespielt	X	spielte|spielen|spielten|spielt|spielst|spiele
261	Theater	spielen	0			14	Theatern	gespielt	X	spielte|spielen|spielten|spielt|spielst|spiele
372	Fußball	spielen	0			10	Fußbälle	gespielt	X	spielte|spielen|spielten|spielt|spielst|spiele
425	Klavier	spielen	0			8	Klavier	gespielt	X	spielte|spielen|spielten|spielt|spielst|spiele
649	Golf	spielen	0			5	golf	gespielt	X	spielte|spielen|spielten|spielt|spielst|spiele
22	Ski	springen	0			253	Ski	gesprungen	X	sprang|springst|springe|springt|sprangen|springen
25	Fallschirm	springen	0			237	Fallschirmen	gesprungen	X	sprang|springst|springe|springt|sprangen|springen
38	Seil	springen	0			138	Seile	gesprungen	X	sprang|springst|springe|springt|sprangen|springen
65	Trampolin	springen	0			75	Trampolinen	gesprungen	X	sprang|springst|springe|springt|sprangen|springen
76	Stil	springen	0			64	Stilen	gesprungen	X	sprang|springst|springe|springt|sprangen|springen
102	Wasser	springen	0			45	Wassern	gesprungen	X	sprang|springst|springe|springt|sprangen|springen
146	Zeit	springen	0			28	Zeiten	gesprungen	X	sprang|springst|springe|springt|sprangen|springen
176	Kunst	springen	0			22	Künste	gesprungen	X	sprang|springst|springe|springt|sprangen|springen
251	Seilchen	springen	0			15	Seilchen	gesprungen	X	sprang|springst|springe|springt|sprangen|springen
263	Tandem	springen	0			14	Tandems	gesprungen	X	sprang|springst|springe|springt|sprangen|springen
281	Weltcup	springen	0			13	Weltcups	gesprungen	X	sprang|springst|springe|springt|sprangen|springen
303	Ziel	springen	0			12	Ziele	gesprungen	X	sprang|springst|springe|springt|sprangen|springen
306	Team	springen	0			12	Teams	gesprungen	X	sprang|springst|springe|springt|sprangen|springen
315	Insel	springen	0			12	Inseln	gesprungen	X	sprang|springst|springe|springt|sprangen|springen
320	Bock	springen	0			12	Böcke	gesprungen	X	sprang|springst|springe|springt|sprangen|springen
415	Parcours	springen	0			8	Parcours	gesprungen	X	sprang|springst|springe|springt|sprangen|springen
536	Jagd	springen	0			6	Jagd	gesprungen	X	sprang|springst|springe|springt|sprangen|springen
570	Auftakt	springen	0			6	Auftakten	gesprungen	X	sprang|springst|springe|springt|sprangen|springen
643	Haupt	springen	0			5	Häupter	gesprungen	X	sprang|springst|springe|springt|sprangen|springen
672	Barriere	springen	0			5	Barrieren	gesprungen	X	sprang|springst|springe|springt|sprangen|springen
63	Schlange	stehen	0			79	Schlangen	gestanden	X	stehn|ständen|stehen|stehe|stehts|stünden|stand|standen|stünde|stehst|steht|stehet
422	Modell	stehen	0			8	Modellen	gestanden	X	stehn|ständen|stehen|stehe|stehts|stünden|stand|standen|stünde|stehst|steht|stehet
580	Wache	stehen	0			5	Wachen	gestanden	X	stehn|ständen|stehen|stehe|stehts|stünden|stand|standen|stünde|stehst|steht|stehet
120	Berg	steigen	0			36	Bergen	gestiegen	X	steigt|steige|stiegen|steigst|steigen|stieg|stiege
321	Bein	stellen	0			12	Beine	gestellt	X	stellte|stellten|stellen|stelle|stellt|stellst
189	Stein	stoßen	0			20	Steine	gestoßen	X	stoßen|stießen|stoße|stiess|stossen|stieß|stosse|stoßt|stosst|stößt|stiessen|stieße|stösst
624	Lid	straffen	0			5	Lider	gestrafft	X	straffte|straffe|strafft|strafften|straffen
10	Wind	surfen	0			477	Winde	gesurft	X	surf|surfte|surfe|surften|surfst|surfen|surft
55	Internet	surfen	0			91	Internets	gesurft	X	surf|surfte|surfe|surften|surfst|surfen|surft
186	Web	surfen	0			20	Web	gesurft	X	surf|surfte|surfe|surften|surfst|surfen|surft
548	Fluss	surfen	0			6	Flüsse	gesurft	X	surf|surfte|surfe|surften|surfst|surfen|surft
557	Couch	surfen	0			6	Couch	gesurft	X	surf|surfte|surfe|surften|surfst|surfen|surft
560	Body	surfen	0			6	Bodys	gesurft	X	surf|surfte|surfe|surften|surfst|surfen|surft
365	Kraft	tanken	0			10	Kräfte	getankt	X	tanke|tankt|tankten|tankte|tanken
549	Energie	tanken	0			6	Energien	getankt	X	tanke|tankt|tankten|tankte|tanken
588	Strom	tanken	0			5	Strömen	getankt	X	tanke|tankt|tankten|tankte|tanken
595	Sonne	tanken	0			5	Sonnen	getankt	X	tanke|tankt|tankten|tankte|tanken
190	Salsa	tanzen	0			20	Salsa	getanzt	X	tanzten|tanzt|tanze|tanzen|tanzte
242	Bauch	tanzen	0			16	Bäuche	getanzt	X	tanzten|tanzt|tanze|tanzen|tanzte
249	Tango	tanzen	0			15	Tangos	getanzt	X	tanzten|tanzt|tanze|tanzen|tanzte
260	Turnier	tanzen	0			14	Turniere	getanzt	X	tanzten|tanzt|tanze|tanzen|tanzte
356	Seil	tanzen	0			10	Seile	getanzt	X	tanzten|tanzt|tanze|tanzen|tanzte
386	Standard	tanzen	0			9	Standards	getanzt	X	tanzten|tanzt|tanze|tanzen|tanzte
407	Walzer	tanzen	0			8	Walzers	getanzt	X	tanzten|tanzt|tanze|tanzen|tanzte
546	Fuß	tapsen	0			6	Füsse	getapst	X	tapste|tapst|tapsten|tapsen
85	Sport	tauchen	0			55	Sports	getaucht	X	tauchst|tauchte|taucht|tauchten|tauche|tauchen
143	Wrack	tauchen	0			29	Wracks	getaucht	X	tauchst|tauchte|taucht|tauchten|tauche|tauchen
191	Nacht	tauchen	0			20	Nächten	getaucht	X	tauchst|tauchte|taucht|tauchten|tauche|tauchen
276	Eis	tauchen	0			14	Eis	getaucht	X	tauchst|tauchte|taucht|tauchten|tauche|tauchen
406	Zeit	tauchen	0			8	Zeiten	getaucht	X	tauchst|tauchte|taucht|tauchten|tauche|tauchen
494	Apfel	tauchen	0			7	Äpfel	getaucht	X	tauchst|tauchte|taucht|tauchten|tauche|tauchen
640	Hobby	tauchen	0			5	Hobbys	getaucht	X	tauchst|tauchte|taucht|tauchten|tauche|tauchen
401	Handy	telefonieren	0			9	Handys	telefoniert	X	telefonierte|telefonierten|telefoniert|telefonieren|telefoniere
444	Video	telefonieren	0			7	Videos	telefoniert	X	telefonierte|telefonierten|telefoniert|telefonieren|telefoniere
442	Wasser	testen	0			7	Wassern	getestet	X	testet|testen|teste|testeten|testete
375	Finger	tippen	0			10	Finger	getippt	X	tippte|tippten|tippt|tippen|tippe
376	Drachen	töten	0			10	Drachen	getötet	X	tötest|töten|töteten|tötete|tötet|töte
266	Müll	trennen	0			14	Müll	getrennt	X	trennst|trennte|trennt|trennten|trenne|trennen
57	Wasser	treten	0			86	Wassern	getreten	X	treten|tritt|traten|trete|trat|tretet|träten|träte|trittst
463	Milch	treten	0			7	Milch	getreten	X	treten|tritt|traten|trete|trat|tretet|träten|träte|trittst
503	Tau	treten	0			6	Tauen	getreten	X	treten|tritt|traten|trete|trat|tretet|träten|träte|trittst
616	Pflaster	treten	0			5	Pflaster	getreten	X	treten|tritt|traten|trete|trat|tretet|träten|träte|trittst
7	Kaffee	trinken	0			767	Kaffees	getrunken	X	tränke|trank|trinkt|tranken|trinket|trinkst|trinken|trinke|tränken
44	Tee	trinken	0			127	Tees	getrunken	X	tränke|trank|trinkt|tranken|trinket|trinkst|trinken|trinke|tränken
46	Bier	trinken	0			121	Biere	getrunken	X	tränke|trank|trinkt|tranken|trinket|trinkst|trinken|trinke|tränken
75	Wasser	trinken	0			64	Wassern	getrunken	X	tränke|trank|trinkt|tranken|trinket|trinkst|trinken|trinke|tränken
111	Rausch	trinken	0			40	Rausche	getrunken	X	tränke|trank|trinkt|tranken|trinket|trinkst|trinken|trinke|tränken
114	Wein	trinken	0			38	Weine	getrunken	X	tränke|trank|trinkt|tranken|trinket|trinkst|trinken|trinke|tränken
149	Kampf	trinken	0			28	Kämpfe	getrunken	X	tränke|trank|trinkt|tranken|trinket|trinkst|trinken|trinke|tränken
182	Koma	trinken	0			21	Komas	getrunken	X	tränke|trank|trinkt|tranken|trinket|trinkst|trinken|trinke|tränken
195	Glühwein	trinken	0			20	Glühweins	getrunken	X	tränke|trank|trinkt|tranken|trinket|trinkst|trinken|trinke|tränken
208	Alkohol	trinken	0			19	Alkohole	getrunken	X	tränke|trank|trinkt|tranken|trinket|trinkst|trinken|trinke|tränken
268	Milch	trinken	0			14	Milch	getrunken	X	tränke|trank|trinkt|tranken|trinket|trinkst|trinken|trinke|tränken
331	Schnaps	trinken	0			11	Schnäpsen	getrunken	X	tränke|trank|trinkt|tranken|trinket|trinkst|trinken|trinke|tränken
558	Cocktail	trinken	0			6	Cocktails	getrunken	X	tränke|trank|trinkt|tranken|trinket|trinkst|trinken|trinke|tränken
563	Blut	trinken	0			6	Blute	getrunken	X	tränke|trank|trinkt|tranken|trinket|trinkst|trinken|trinke|tränken
610	Punsch	trinken	0			5	Punschen	getrunken	X	tränke|trank|trinkt|tranken|trinket|trinkst|trinken|trinke|tränken
651	Genuss	trinken	0			5	Genüsse	getrunken	X	tränke|trank|trinkt|tranken|trinket|trinkst|trinken|trinke|tränken
219	Wäsche	trocknen	0			17	Wäschen	getrocknet	X	trocknet|trockneten|trocknen|trockne|trocknete
534	Klavier	üben	0			6	Klavier	geübt	X	übt|übte|übten|üben|übe|übst
224	Literatur	übersetzen	0			17	Literaturen	übersetzt	X	übersetzen|übersetzte|übersetzt|übersetze|übersetzten
318	Fach	übersetzen	0			12	Fächern	übersetzt	X	übersetzen|übersetzte|übersetzt|übersetze|übersetzten
544	Garten	umgraben	0		um	6	Garten	umgegraben	umzugraben	umgraben|umgräbt
504	Strom	verbrauchen	0	ver		6	Strömen	verbraucht	X	verbrauchten|verbrauchen|verbrauchte|verbraucht|verbrauche
370	Geld	verbrennen	0	ver		10	Gelder	verbrannt	X	verbrenne|verbrennt|verbrannte|verbrannten|verbrennen
238	Hochglanz	verdichten	0	ver		16	Hochglanz	verdichtet	X	verdichtet|verdichte|verdichtete|verdichten|verdichteten
11	Geld	verdienen	0	ver		459	Gelder	verdient	X	verdiene|verdienst|verdiente|verdienten|verdient|verdienen
13	Blut	vergießen	0	ver		435	Blute	vergossen	X	vergoß|vergiesst|vergießt|vergiesse|vergiessen|vergieße|vergießen|vergossen|vergoss
292	Kabel	verlegen	0	ver		13	Kabeln	verlegt	X	verlegen|verlegte|verlegten|verlegt|verlege
448	Teppich	verlegen	0	ver		7	Teppichen	verlegt	X	verlegen|verlegte|verlegten|verlegt|verlege
90	Text	verstehen	0	ver		50	Texte	verstanden	X	verstehen|verstünden|verstehst|verstünde|verstand|verstehe|verstanden|versteht
436	Bild	verstehen	0	ver		8	Bilder	verstanden	X	verstehen|verstünden|verstehst|verstünde|verstand|verstehe|verstanden|versteht
462	Musik	verstehen	0	ver		7	Musiken	verstanden	X	verstehen|verstünden|verstehst|verstünde|verstand|verstehe|verstanden|versteht
542	Geld	verteilen	0	ver		6	Gelder	verteilt	X	verteilten|verteilen|verteile|verteilt|verteilte
88	Feuer	verzinken	0	ver		52	Feuern	verzinkt	X	verzinkten|verzinkt|verzinkte
385	Stück	verzinken	0	ver		9	Stücke	verzinkt	X	verzinkten|verzinkt|verzinkte
108	Beschwerde	vorbringen	0		vor	42	Beschwerden	vorgebracht	vorzubringen	vorbrächten|vorbrachten|vorbringt|vorbrachte|vorbringen|vorbringe
416	Orgasmus	vortäuschen	0		vor	8	Orgasmen	vorgetäuscht	vorzutäuschen	vortäuschten|vortäuschen|vortäuschte|vortäuscht
30	Gold	waschen	0			180	Goldes	gewaschen	X	wascht|waschen|wusch|wasche|wüschen|wäscht|wuschen
48	Wäsche	waschen	0			114	Wäschen	gewaschen	X	wascht|waschen|wusch|wasche|wüschen|wäscht|wuschen
73	Auto	waschen	0			66	auto	gewaschen	X	wascht|waschen|wusch|wasche|wüschen|wäscht|wuschen
431	Haar	waschen	0			8	Haare	gewaschen	X	wascht|waschen|wusch|wasche|wüschen|wäscht|wuschen
579	Wagen	waschen	0			5	Wagen	gewaschen	X	wascht|waschen|wusch|wasche|wüschen|wäscht|wuschen
582	Trikot	waschen	0			5	Trikots	gewaschen	X	wascht|waschen|wusch|wasche|wüschen|wäscht|wuschen
101	Brettchen	weben	0			46	Brettchen	gewebt	X	weben|webt|webe|webten|webte|woben|wob
540	Hand	weben	0			6	Hände	gewebt	X	weben|webt|webe|webten|webte|woben|wob
72	Gas	wegnehmen	0		weg	66	Gase	weggenommen	wegzunehmen	wegnahm|wegnähmen|wegnehmen|wegnähme|wegnahmen|wegnimmt|wegnehme
142	Ball	wegschlagen	0		weg	30	Bällen	weggeschlagen	wegzuschlagen	wegschlagen
279	Burg	werben	0			14	Burgen	geworben	X	werben|warb|werbt|warben|wirbt|werbe
125	Ziel	werfen	0			34	Ziele	geworfen	X	werft|würfen|würfe|wirfst|werfe|werfen|warf|warfen|wirft
129	Ball	werfen	0			34	Bällen	geworfen	X	werft|würfen|würfe|wirfst|werfe|werfen|warf|warfen|wirft
130	Hufeisen	werfen	0			33	Hufeisen	geworfen	X	werft|würfen|würfe|wirfst|werfe|werfen|warf|warfen|wirft
243	Axt	werfen	0			16	Äxten	geworfen	X	werft|würfen|würfe|wirfst|werfe|werfen|warf|warfen|wirft
269	Messer	werfen	0			14	Messer	geworfen	X	werft|würfen|würfe|wirfst|werfe|werfen|warf|warfen|wirft
271	Lasso	werfen	0			14	Lassos	geworfen	X	werft|würfen|würfe|wirfst|werfe|werfen|warf|warfen|wirft
333	Schein	werfen	0			11	Scheine	geworfen	X	werft|würfen|würfe|wirfst|werfe|werfen|warf|warfen|wirft
390	Pfeil	werfen	0			9	Pfeilen	geworfen	X	werft|würfen|würfe|wirfst|werfe|werfen|warf|warfen|wirft
457	Reis	werfen	0			7	Reis	geworfen	X	werft|würfen|würfe|wirfst|werfe|werfen|warf|warfen|wirft
476	Gewicht	werfen	0			7	Gewichte	geworfen	X	werft|würfen|würfe|wirfst|werfe|werfen|warf|warfen|wirft
587	Stöckchen	werfen	0			5	Stöckchen	geworfen	X	werft|würfen|würfe|wirfst|werfe|werfen|warf|warfen|wirft
622	Los	werfen	0			5	Losen	geworfen	X	werft|würfen|würfe|wirfst|werfe|werfen|warf|warfen|wirft
664	Bällchen	werfen	0			5	Bällchen	geworfen	X	werft|würfen|würfe|wirfst|werfe|werfen|warf|warfen|wirft
674	Anker	werfen	0			5	Anker	geworfen	X	werft|würfen|würfe|wirfst|werfe|werfen|warf|warfen|wirft
280	Wunder	wirken	0			13	Wunder	gewirkt	X	wirket|wirkt|wirkte|wirkten|wirken|wirke|wirkst
98	Probe	wohnen	0			47	Proben	gewohnt	X	wohne|wohnen|wohnet|wohnte|wohnt|wohnten|wohnst
212	Service	wohnen	0			18	Services	gewohnt	X	wohne|wohnen|wohnet|wohnte|wohnt|wohnten|wohnst
464	Luxus	wohnen	0			7	Luxus	gewohnt	X	wohne|wohnen|wohnet|wohnte|wohnt|wohnten|wohnst
521	Paar	wohnen	0			6	Paare	gewohnt	X	wohne|wohnen|wohnet|wohnte|wohnt|wohnten|wohnst
615	Pflege	wohnen	0			5	Pflegen	gewohnt	X	wohne|wohnen|wohnet|wohnte|wohnt|wohnten|wohnst
341	Geld	zählen	0			11	Gelder	gezählt	X	zählst|zählten|zähle|zählen|zählte|zählt
412	Schäfchen	zählen	0			8	Schäfchen	gezählt	X	zählst|zählten|zähle|zählen|zählte|zählt
123	Drachen	zähmen	0			35	Drachen	gezähmt	X	zähmt|zähmte|zähmen
89	Akt	zeichnen	0			51	Akte	gezeichnet	X	zeichnen|zeichnet|zeichnete|zeichne|zeichneten
277	Comic	zeichnen	0			14	Comics	gezeichnet	X	zeichnen|zeichnet|zeichnete|zeichne|zeichneten
296	Fach	zeichnen	0			13	Fächern	gezeichnet	X	zeichnen|zeichnet|zeichnete|zeichne|zeichneten
359	Portrait	zeichnen	0			10	Portraits	gezeichnet	X	zeichnen|zeichnet|zeichnete|zeichne|zeichneten
392	Mode	zeichnen	0			9	Moden	gezeichnet	X	zeichnen|zeichnet|zeichnete|zeichne|zeichneten
492	Bau	zeichnen	0			7	Bauten	gezeichnet	X	zeichnen|zeichnet|zeichnete|zeichne|zeichneten
528	Manga	zeichnen	0			6	Mangas	gezeichnet	X	zeichnen|zeichnet|zeichnete|zeichne|zeichneten
645	Hand	zeichnen	0			5	Hände	gezeichnet	X	zeichnen|zeichnet|zeichnete|zeichne|zeichneten
581	Trikot	zerren	0			5	Trikots	gezerrt	X	zerrt|zerre|zerrten|zerrte|zerren
121	Seil	ziehen	0			35	Seile	gezogen	X	ziehst|zog|ziehe|ziehen|zogen|zögen|zieht|zöge
173	Trikot	ziehen	0			22	Trikots	gezogen	X	ziehst|zog|ziehe|ziehen|zogen|zögen|zieht|zöge
185	Zucker	ziehen	0			20	Zucker	gezogen	X	ziehst|zog|ziehe|ziehen|zogen|zögen|zieht|zöge
230	Öl	ziehen	0			16	Öl	gezogen	X	ziehst|zog|ziehe|ziehen|zogen|zögen|zieht|zöge
231	Zahn	ziehen	0			16	Zähne	gezogen	X	ziehst|zog|ziehe|ziehen|zogen|zögen|zieht|zöge
246	Wurzel	ziehen	0			15	Wurzeln	gezogen	X	ziehst|zog|ziehe|ziehen|zogen|zögen|zieht|zöge
250	Stecker	ziehen	0			15	Stecker	gezogen	X	ziehst|zog|ziehe|ziehen|zogen|zögen|zieht|zöge
428	Kabel	ziehen	0			8	Kabeln	gezogen	X	ziehst|zog|ziehe|ziehen|zogen|zögen|zieht|zöge
460	Nacken	ziehen	0			7	Nacken	gezogen	X	ziehst|zog|ziehe|ziehen|zogen|zögen|zieht|zöge
466	Leine	ziehen	0			7	Leinen	gezogen	X	ziehst|zog|ziehe|ziehen|zogen|zögen|zieht|zöge
510	Schwert	ziehen	0			6	Schwerter	gezogen	X	ziehst|zog|ziehe|ziehen|zogen|zögen|zieht|zöge
589	Streifen	ziehen	0			5	Streifen	gezogen	X	ziehst|zog|ziehe|ziehen|zogen|zögen|zieht|zöge
652	Geld	ziehen	0			5	Gelder	gezogen	X	ziehst|zog|ziehe|ziehen|zogen|zögen|zieht|zöge
668	Bilanz	ziehen	0			5	Bilanzen	gezogen	X	ziehst|zog|ziehe|ziehen|zogen|zögen|zieht|zöge
642	Helm	zieren	0			5	Helmen	geziert	X	zierten|zieren|zierte|ziere|ziert
99	Muskel	zucken	0			47	Muskel	gezuckt	X	zuckt|zuckte|zuckten|zucken|zucke
383	Unkraut	zupfen	0			9	Unkräuter	gezupft	X	zupfte|zupfen|zupft|zupften
384	Trikot	zupfen	0			9	Trikots	gezupft	X	zupfte|zupfen|zupft|zupften
